farm_id,village_id,area_ha,buffer_level,g0_db_20250606,g0_lin_20250606,cv_20250606,ktex_20250606,npix_20250606,inc_20250606,g0_db_20250619,g0_lin_20250619,cv_20250619,ktex_20250619,npix_20250619,inc_20250619,g0_db_20250814,g0_lin_20250814,cv_20250814,ktex_20250814,npix_20250814,inc_20250814,g0_db_20251013,g0_lin_20251013,cv_20251013,ktex_20251013,npix_20251013,inc_20251013,d_aug_jun19,d_oct_aug,d_oct_jun,jun_baseline_db,ref_aug,ref_oct,temporal_cv,temporal_range_db,season_integral,glcm_ent_20250606,glcm_resid_20250606,glcm_ent_20250619,glcm_resid_20250619,glcm_ent_20250814,glcm_resid_20250814,glcm_ent_20251013,glcm_resid_20251013,n_dates,qc_flag,subcoh_20250606,subcoh_20250619,subcoh_20250814,subcoh_20251013,subcoh_drop_jun_aug,wcm_k_db,vwc_20250606,vwcflag_20250606,vwc_20250619,vwcflag_20250619,vwc_20250814,vwcflag_20250814,vwc_20251013,vwcflag_20251013
1,22,0.2842602108358393,0,6.860526212481133,4.853473036578207,0.3748683996782557,0.0,66,35.26639366149902,10.642987008050046,11.59574618845275,0.4710830306753132,0.0317256762459636,66,28.79837154619621,5.758183395181774,3.765462609854612,0.4537487364222979,0.0224313664176254,66,28.72305043538412,8.352996855308808,6.843837443626288,0.4376499206820058,0.0193928921679618,66,31.555676980452105,-4.884803612868272,2.5948134601270336,1.4924706428276746,8.75175661026559,-2.9935732150838152,-0.3987597549567816,0.4434431067867492,4.884803612868272,855.3127729197345,3.128857595865335,-0.0977350864066366,3.036525160421986,0.0388288851022666,3.080947568303221,0.0341395468760321,3.0606826878857287,-0.0691179022441086,4,ok,0.2349933268445911,0.1635816008078329,0.1889691998561223,0.1781521545666637,0.0103182639700896,18.80501233720453,1.4590732730436156,ambiguous,4.145135745420581,ok,1.3881604083129664,floor,2.023054615824418,ambiguous
2,22,0.2215418251883499,0,7.76757129462028,5.980770388516513,0.2939484530161643,0.0,55,35.263114443692295,10.79778316526204,12.016509012742477,0.4757526415952613,0.0354588400795723,55,28.794760339910333,6.588283339561793,4.55856691273776,0.5061885853115872,0.0651120660570985,55,28.71933444630016,8.46154999412812,7.017056920311668,0.4515869349684592,0.0299957051893104,55,31.55208337957209,-4.209499825700247,1.873266654566328,0.6939786995078396,9.28267722994116,-2.6943938903793683,-0.8211272358130408,0.3798499907630409,4.209499825700247,928.3531570131128,3.241476502345737,0.0287071020505234,2.974255718522774,-0.0054672938472202,2.98952598584617,-0.0429706511260707,3.1231134546588235,0.0070244195363677,4,ok,0.2149552196264267,0.2115175538442351,0.1867347121238708,0.2117513057183135,0.02650167461146,19.712233180460558,1.4590142240569886,ok,3.3825896303660663,ok,1.3881110754369292,floor,1.039742112018072,floor
3,22,0.5008628882666493,0,7.483265391408615,5.601786326314952,0.445345295297621,0.0444366404021885,148,35.25994669424521,10.400727164661967,10.966618012737584,0.4766750551380531,0.0362006274401214,148,28.79118284019264,6.089290186106089,4.0637690521575305,0.443054756370882,0.01429999344346,148,28.71569567757684,9.835117456667762,9.62746050470584,0.4375156226333939,0.0192923394495854,148,31.54858524734909,-4.311436978555879,3.745827270561673,2.3518520652591466,8.94199627803529,-2.852706091929201,0.8931211786324713,0.3735229505453282,4.311436978555879,939.2823527268058,3.240590429544677,-0.0472297656443765,3.0882407848807123,0.0109354708922668,2.9995014430762943,-0.1106960453421646,3.180769582583297,-0.0097636477935756,4,ok,0.2209938410166147,0.2088108958827482,0.178142346592771,0.1904875265585409,0.0367600218569104,19.4280970435677,1.4589571913603003,ok,3.267120426244849,ok,1.3880627767815095,floor,2.9161013066589057,ok
4,22,0.033637670655093,1,8.07914657154656,6.425614356994629,,,1,35.25602340698242,8.960988293922561,7.872249126434326,,,1,28.78679656982422,9.71178118876118,9.35789394378662,,,1,28.711292266845703,8.668842655230808,7.360109329223633,,,1,31.544313430786133,0.7507928948386198,-1.0429385335303731,0.5896960836842489,8.52006743273456,1.1917137560266209,0.1487752224962477,0.1368838210812833,1.632634617214622,1076.9202167987823,,,,,,,,,4,ok,0.1047652214765548,0.1200914159417152,0.3148283958435058,0.0786672532558441,-0.2024000771343708,20.024188453276295,1.4588865681937742,ok,1.1850084792856643,floor,1.388004340744832,floor,1.0396555470646391,floor
5,22,0.5675288112319056,0,7.455537802176857,5.566135574109627,0.4148586510288917,0.0215798187469897,165,35.2569497310754,10.508196428011445,11.241380362077193,0.4942674014407103,0.0506230760316099,165,28.78780212402344,6.568829685826572,4.538193073055961,0.6094731668903571,0.1628122227723412,165,28.712301658861566,10.860803130702664,12.192150446862886,0.4732568449000728,0.0471415697755879,165,31.5453049399636,-3.939366742184873,4.291973444876092,3.4052653285258065,8.98186711509415,-2.413037429267579,1.878936015608513,0.4017994109693131,4.291973444876092,1052.987215366508,3.301901426499384,0.0058372819268774,3.054916352256221,-0.0331078829162199,3.035797174446984,-0.082935358633958,3.2306581138545227,0.0319475659897094,4,ok,0.2054374487562613,0.1816247813403606,0.1867188104625904,0.1829263021774364,0.0068123045857205,19.400530049531547,1.4589032417375443,ok,3.405263838193744,ok,1.388017734854371,floor,3.8922988997993793,ok
6,22,0.8378502189360072,0,7.971991812288705,6.269013155841459,0.4149546291447148,0.0216492343956928,259,35.252090041701855,9.267780443703312,8.448469574156876,0.488317886194393,0.0456870938750957,259,28.782343271616345,7.986835120807088,6.2904760340466,0.5367944224949459,0.0921771088351819,259,28.706782094300024,9.120790120394648,8.167309472919891,0.5187989271342978,0.0857945402197433,259,31.53997704053017,-1.2809453228962244,1.1339549995875604,1.1487983081059436,8.619886127996008,-0.6330510071889197,0.5009039923986407,0.1397020501424589,1.2957886314146077,942.0876799836813,3.3281709797471146,-0.0020782456197525,3.181351853759825,0.0488796034844773,3.204923847994529,0.050799153001952,3.231184268018058,-0.001435059001503,4,ok,0.2041898003588772,0.1763301675556709,0.1905022325231531,0.1790467452933889,-0.0002422485658791,19.91724443296446,1.4588157773406896,ok,1.1849578778133998,floor,1.3879445015100604,floor,1.4994871213987282,ambiguous
7,22,0.1950720911999547,0,7.896236269112794,6.160608729590541,0.4344447321778358,0.036078055566705,46,35.25274102584176,9.29289727704619,8.49747171609298,0.5125735040031175,0.0661855445153485,46,28.783102657483973,5.868779648675343,3.862584246241528,0.3550976084579361,0.0,46,28.70755324156388,8.570408350390462,7.195166282031847,0.4604984540339523,0.0369494883255623,46,31.540707795516305,-3.424117628370848,2.70162870171512,0.6741720812776677,8.594566773079492,-2.7257871244041496,-0.0241584226890303,0.2640177496219836,3.424117628370848,773.0916056905104,3.273322327085931,0.0741010064921341,2.905471706967057,-0.0566358650649032,3.0038798059756253,-0.0145903662569635,3.156018423239709,0.053367965177514,4,ok,0.1667747693541257,0.1634653157190136,0.2010207381909308,0.1676734614631404,-0.0359006956543611,19.841454013959645,1.4588274924970872,ok,1.1849665056720189,floor,1.3879547318201833,floor,1.0396153880939214,floor
8,22,0.8917320682281362,0,7.438652496105194,5.544536535815721,0.4032473297243577,0.013300473437986,283,35.24506378173828,9.130936838506964,8.18641362341891,0.4445202318378377,0.0111902885259855,283,28.774473850802902,6.378653773966886,4.343755555658374,0.4977434491483267,0.0579235675006044,283,28.69882200126513,8.743702852066432,7.488076717187996,0.4686031507319202,0.0433916835314065,283,31.532283371834367,-2.75228306454008,2.3650490780995463,1.3050503559612388,8.28479466730608,-1.9061408933391943,0.458908184760352,0.2390420565907186,2.75228306454008,795.0508812345801,3.227711979334541,-0.1092561616627265,3.063675271455884,-0.0775330255531732,3.051824581122872,-0.109256275573466,3.1493864891798165,-0.0898974476922447,4,ok,0.2190379829609983,0.1898284913846966,0.186911096960938,0.1895014562054994,0.0175221402119094,19.384281488179166,1.4586893562274161,ok,1.7323856100742923,ambiguous,1.3878389236261661,floor,1.7698300711906152,ambiguous
9,22,0.4170669829003039,0,7.1671090583168064,5.208478860366038,0.416908198008713,0.0230656321462281,117,35.23719869108282,7.615705609810593,5.775246970673912,0.4134830192079347,0.0,117,28.76568138905061,8.124008809240555,6.492334400486742,0.513975263364367,0.071847248579612,117,28.68994742173415,10.157250685768586,10.368718131994587,0.5971432959100877,0.1605914058242916,117,31.5236993936392,0.508303199429962,2.033241876528031,2.99014162745178,7.3914073340637,0.732601475176855,2.765843351704886,0.2900727707099055,2.99014162745178,920.718072268698,3.26957554478176,-0.0004244798689714,3.0046439734539168,-0.0494912560760956,3.212442385358518,0.1206943007831897,3.264045267812759,0.0911881760683734,4,ok,0.2022420262806435,0.1929416451762374,0.1923206319921037,0.1726837949429312,0.0052712037363368,19.113159238770617,1.458547894317886,ok,1.1847686557164936,floor,1.387721267053203,floor,3.507023093490803,ok
10,22,0.3860355851925647,0,8.021646291576715,6.3411003947258,0.4416151208464177,0.0415530194844593,92,35.21871052617612,10.424436236628107,11.026650861553524,0.5044650853310234,0.0592225614515242,92,28.74506483907285,8.09472337937306,6.448702440313671,0.5454692513015084,0.1001372581798647,92,28.66913414001465,10.246646076705108,10.584360117497653,0.468508556375849,0.0433158448991644,92,31.503604826719865,-2.329712857255048,2.151922697332049,2.224999785128393,9.223041264102411,-1.128317884729352,1.0236048126026969,0.2571062931619002,2.402789945051392,1113.1921523524366,3.3259035258644545,0.0741290727899879,3.163581085593292,0.1331430497470966,3.178641219674037,0.1057622547605716,3.252501354102036,0.097722525365604,4,ok,0.2140989519007828,0.2163464992266634,0.1764292865991592,0.1897115478211123,0.0387934389645638,19.96868606023368,1.4582155814691011,ok,2.718060171233986,ok,1.3874455394620437,floor,2.794508099744603,ok
