farm_id,village_id,area_ha,buffer_level,g0_db_20250606,g0_lin_20250606,cv_20250606,ktex_20250606,npix_20250606,inc_20250606,g0_db_20250619,g0_lin_20250619,cv_20250619,ktex_20250619,npix_20250619,inc_20250619,g0_db_20250814,g0_lin_20250814,cv_20250814,ktex_20250814,npix_20250814,inc_20250814,g0_db_20251013,g0_lin_20251013,cv_20251013,ktex_20251013,npix_20251013,inc_20251013,d_aug_jun19,d_oct_aug,d_oct_jun,jun_baseline_db,ref_aug,ref_oct,temporal_cv,temporal_range_db,season_integral,glcm_ent_20250606,glcm_resid_20250606,glcm_ent_20250619,glcm_resid_20250619,glcm_ent_20250814,glcm_resid_20250814,glcm_ent_20251013,glcm_resid_20251013,n_dates,qc_flag,subcoh_20250606,subcoh_20250619,subcoh_20250814,subcoh_20251013,subcoh_drop_jun_aug,wcm_k_db,vwc_20250606,vwcflag_20250606,vwc_20250619,vwcflag_20250619,vwc_20250814,vwcflag_20250814,vwc_20251013,vwcflag_20251013
1,22,0.2842602108358393,0,-19.872297088656623,0.010298412683824946,0.3748683996782557,0.0,66,35.26639366149902,-15.624114379092703,0.027389781145293925,0.4710830306753132,0.0317256762459636,66,28.79837154619621,-21.25539975900287,0.007489624149112296,0.4537487364222979,0.0224313664176254,66,28.72305043538412,-20.297476383706666,0.009337967576477377,0.4376499206820058,0.0193928921679618,66,31.555676980452105,-5.631285379910167,0.957923375296204,-0.42517929505004304,-17.748205733874663,-3.507194025128207,-2.5492706498320032,0.5876239526707587,5.631285379910167,1.7264243599003373,3.128857595865335,-0.0977350864066366,3.036525160421986,0.0388288851022666,3.080947568303221,0.0341395468760321,3.0606826878857287,-0.0691179022441086,4,ok,0.2349933268445911,0.1635816008078329,0.1889691998561223,0.1781521545666637,0.0103182639700896,18.80501233720453,1.4590732730436156,ambiguous,4.145135745420581,ok,1.3881604083129664,floor,2.023054615824418,ambiguous
2,22,0.2215418251883499,0,-18.965252006517474,0.01269038504261826,0.2939484530161643,0.0,55,35.263114443692295,-15.469318221880709,0.02838364574737083,0.4757526415952613,0.0354588400795723,55,28.794760339910333,-20.425299814622853,0.00906713367585484,0.5061885853115872,0.0651120660570985,55,28.71933444630016,-20.188923244887356,0.009574314197832164,0.4515869349684592,0.0299957051893104,55,31.55208337957209,-4.955981592742145,0.2363765697354978,-1.2236712383698816,-17.217285114199093,-3.2080147004237602,-2.9716381306882624,0.5285747660551648,4.955981592742145,1.874846460195858,3.241476502345737,0.0287071020505234,2.974255718522774,-0.0054672938472202,2.98952598584617,-0.0429706511260707,3.1231134546588235,0.0070244195363677,4,ok,0.2149552196264267,0.2115175538442351,0.1867347121238708,0.2117513057183135,0.02650167461146,19.71223318046056,1.4590142240569886,ok,3.3825896303660663,ok,1.3881110754369292,floor,1.039742112018072,floor
3,22,0.5008628882666493,0,-19.24955790972914,0.01188623217234792,0.445345295297621,0.0444366404021885,148,35.25994669424521,-15.86637422248078,0.025903746286895936,0.4766750551380531,0.0362006274401214,148,28.79118284019264,-20.924292968078554,0.008082965091672863,0.443054756370882,0.01429999344346,148,28.71569567757684,-18.815355782347716,0.013136038776094103,0.4375156226333939,0.0192923394495854,148,31.54858524734909,-5.057918745597773,2.108937185730838,0.4342021273814254,-17.55796606610496,-3.3663269019735935,-1.2573897162427556,0.4542963985004051,5.057918745597773,1.8338328946180202,3.240590429544677,-0.0472297656443765,3.0882407848807123,0.0109354708922668,2.9995014430762943,-0.1106960453421646,3.180769582583297,-0.0097636477935756,4,ok,0.2209938410166147,0.2088108958827482,0.178142346592771,0.1904875265585409,0.0367600218569104,19.4280970435677,1.4589571913603003,ok,3.267120426244849,ok,1.3880627767815097,floor,2.9161013066589057,ok
4,22,0.033637670655093,1,-18.653676729591197,0.013634283717396493,,,1,35.25602340698242,-17.306113093220187,0.018594679220297602,,,1,28.78679656982422,-17.301801965423465,0.01861314683693595,,,1,28.711292266845703,-19.981630583784668,0.010042386722616595,,,1,31.544313430786133,0.004311127796722047,-2.679828618361203,-1.3279538541934706,-17.979894911405694,0.6780929459822289,-2.001735672378974,0.2373879432006766,2.679828618361203,2.1109733954841277,,,,,,,,,4,ok,0.1047652214765548,0.1200914159417152,0.3148283958435058,0.0786672532558441,-0.2024000771343708,20.02418845327629,1.4588865681937742,ok,1.1850084792856643,floor,1.388004340744832,floor,1.0396555470646391,floor
5,22,0.5675288112319056,0,-19.2772854989609,0.011810586102836002,0.4148586510288917,0.0215798187469897,165,35.2569497310754,-15.758904959131304,0.02655274985191643,0.4942674014407103,0.0506230760316099,165,28.78780212402344,-20.444753468358073,0.00902660946475483,0.6094731668903571,0.1628122227723412,165,28.712301658861566,-17.789670108312812,0.016635390086064798,0.4732568449000728,0.0471415697755879,165,31.5453049399636,-4.685848509226769,2.6550833600452606,1.487615390648088,-17.518095229046104,-2.926658239311969,-0.27157487926670854,0.4166958169051712,4.685848509226769,2.015443731097275,3.301901426499384,0.0058372819268774,3.054916352256221,-0.0331078829162199,3.035797174446984,-0.082935358633958,3.2306581138545227,0.0319475659897094,4,ok,0.2054374487562613,0.1816247813403606,0.1867188104625904,0.1829263021774364,0.0068123045857205,19.400530049531547,1.4589032417375445,ok,3.405263838193744,ok,1.388017734854371,floor,3.8922988997993793,ok
6,22,0.8378502189360072,0,-18.76083148884905,0.013301997170401468,0.4149546291447148,0.0216492343956928,259,35.252090041701855,-16.999320943439436,0.019955743156853965,0.488317886194393,0.0456870938750957,259,28.782343271616345,-19.026748033377558,0.012511955660031542,0.5367944224949459,0.0921771088351819,259,28.706782094300024,-19.529683118620827,0.01114375840650768,0.5187989271342978,0.0857945402197433,259,31.53997704053017,-2.027427089938122,-0.5029350852432692,-0.7688516297717776,-17.880076216144243,-1.1466718172333152,-1.6496069024765845,0.23865389955334487,2.5303621751813914,1.8349423009961312,3.3281709797471146,-0.0020782456197525,3.181351853759825,0.0488796034844773,3.204923847994529,0.050799153001952,3.231184268018058,-0.001435059001503,4,ok,0.2041898003588772,0.1763301675556709,0.1905022325231531,0.1790467452933889,-0.0002422485658791,19.91724443296446,1.4588157773406896,ok,1.1849578778133998,floor,1.3879445015100604,floor,1.4994871213987282,ambiguous
7,22,0.1950720911999547,0,-18.836587032024962,0.013071977654506042,0.4344447321778358,0.036078055566705,46,35.25274102584176,-16.974204110096558,0.020071488872693884,0.5125735040031175,0.0661855445153485,46,28.783102657483973,-21.1448035055093,0.007682802153690287,0.3550976084579361,0.0,46,28.70755324156388,-20.080064888625014,0.00981733274678368,0.4604984540339523,0.0369494883255623,46,31.540707795516305,-4.170599395412744,1.0647386168842878,-1.2434778566000517,-17.905395571060758,-3.2394079344485434,-2.1746693175642555,0.3703659910383464,4.170599395412744,1.5175567281797755,3.273322327085931,0.0741010064921341,2.905471706967057,-0.0566358650649032,3.0038798059756253,-0.0145903662569635,3.156018423239709,0.053367965177514,4,ok,0.1667747693541257,0.1634653157190136,0.2010207381909308,0.1676734614631404,-0.0359006956543611,19.841454013959645,1.4588274924970872,ok,1.1849665056720189,floor,1.3879547318201833,floor,1.0396153880939214,floor
8,22,0.8917320682281362,0,-19.294170805032564,0.01176475586781708,0.4032473297243577,0.013300473437986,283,35.24506378173828,-17.136164548635783,0.019336752794191277,0.4445202318378377,0.0111902885259855,283,28.774473850802902,-20.63492938021776,0.008639867096902547,0.4977434491483267,0.0579235675006044,283,28.69882200126513,-19.90677038694904,0.010216989835197914,0.4686031507319202,0.0433916835314065,283,31.532283371834367,-3.498764831581976,0.7281589932687176,-0.6125995819164771,-18.215167676834174,-2.4197617033835854,-1.6916027101148678,0.3286493028521251,3.498764831581976,1.5512108712166952,3.227711979334541,-0.1092561616627265,3.063675271455884,-0.0775330255531732,3.051824581122872,-0.109256275573466,3.1493864891798165,-0.0898974476922447,4,ok,0.2190379829609983,0.1898284913846966,0.186911096960938,0.1895014562054994,0.0175221402119094,19.38428148817917,1.458689356227416,ok,1.7323856100742925,ambiguous,1.387838923626166,floor,1.7698300711906152,ambiguous
9,22,0.4170669829003039,0,-19.56571424282095,0.011051686978536156,0.416908198008713,0.0230656321462281,117,35.23719869108282,-18.651395777332155,0.013641446442170437,0.4134830192079347,0.0,117,28.76568138905061,-18.889574344944087,0.012913458331186421,0.513975263364367,0.071847248579612,117,28.68994742173415,-18.493222553246888,0.014147436218896492,0.5971432959100877,0.1605914058242916,117,31.5236993936392,-0.23817856761193212,0.3963517916971995,1.0724916895740613,-19.10855501007655,0.21898066513246306,0.6153324568296625,0.09076361466334348,1.0724916895740613,1.7158695373910722,3.26957554478176,-0.0004244798689714,3.0046439734539168,-0.0494912560760956,3.212442385358518,0.1206943007831897,3.264045267812759,0.0911881760683734,4,ok,0.2022420262806435,0.1929416451762374,0.1923206319921037,0.1726837949429312,0.0052712037363368,19.113159238770617,1.458547894317886,ok,1.1847686557164936,floor,1.387721267053203,floor,3.507023093490803,ok
10,22,0.3860355851925647,0,-18.71117700956104,0.013454956531599817,0.4416151208464177,0.0415530194844593,92,35.21871052617612,-15.842665150514641,0.026045547130401334,0.5044650853310234,0.0592225614515242,92,28.74506483907285,-18.918859774811587,0.012826672983290493,0.5454692513015084,0.1001372581798647,92,28.66913414001465,-18.403827162310368,0.014441665572726362,0.468508556375849,0.0433158448991644,92,31.503604826719865,-3.076194624296946,0.5150326125012192,0.3073498472506735,-17.27692108003784,-1.6419386947737458,-1.1269060822725265,0.32534618392938713,3.076194624296946,2.1632255936668843,3.3259035258644545,0.0741290727899879,3.163581085593292,0.1331430497470966,3.178641219674037,0.1057622547605716,3.252501354102036,0.097722525365604,4,ok,0.2140989519007828,0.2163464992266634,0.1764292865991592,0.1897115478211123,0.0387934389645638,19.96868606023368,1.4582155814691011,ok,2.718060171233986,ok,1.3874455394620435,floor,2.794508099744603,ok
