A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,farm_id
0.027522027252737804,-0.04240968799508743,0.26160694523218775,0.053944893641239534,-0.05486426245012792,0.08887525714623494,0.07478073871499918,-0.0033813600184075436,-0.13357087270217155,0.03329421828277365,0.06070565958650446,0.09106469948270313,-0.34203528209998413,0.10770536012197442,0.05343381272084287,0.1757600688231044,-0.05829959447715106,0.09309700159307314,-0.17461578407679185,-0.1144622022514066,-0.2589356082867161,0.2704228761589595,0.1382484988912973,0.06288030554175478,-0.0057163899917293095,0.0539679597378977,0.1464508138058523,0.040995293081978544,-0.05125994058584644,0.08135056646671426,0.0940346138006739,0.027887512719914683,-0.0026951455969187925,-0.04586366987186535,0.0933329073413754,0.12483727156059128,-0.1986171558490602,0.019878043192262572,0.1525490489192165,-0.04193583642690453,0.09339712660608006,0.012451197784841822,-0.2417943719232218,0.13049348334894167,0.06014901706752411,0.05359242242378678,-0.026169795900022812,0.03909958978733132,-0.2494548563327467,0.057655338309427456,-0.021991612062020913,0.07710488049020343,-0.08764745452706835,-0.10869052710153997,0.19266994856342523,-0.04503025764208566,0.03930430823449294,0.03259745958328021,-0.2670504736962179,-0.1379551272186878,-0.00837772198846402,-0.10148611202709157,0.09909729763794298,0.10284285342310433,1
-0.0026171268932079117,-0.027042003232435368,0.24279885329148446,0.05777622837495597,-0.08408864840552535,0.0745952116182146,0.017001221094893777,0.024891923512150214,-0.1436344452304279,-0.023732388548609436,0.12657178956151274,0.01940691718103455,-0.37832905931317073,0.12291753554193431,0.021750015387475428,0.1543001832582512,-0.08259925611114682,0.06031377914265623,-0.17365239498690463,-0.09200495357620599,-0.25748176662508593,0.2962024262194056,0.13678973513109183,0.050329076361616064,-0.005473483587800183,0.07726659268142837,0.13732276981577776,-0.015922856787919975,-0.08080751465382818,0.13137677352406532,0.08057746092740783,0.054727334562074945,-0.05355361930345317,-0.04916623199398991,0.10227139695838185,0.09176288571010599,-0.23976559390578248,0.07594810603681686,0.17358882434297354,-0.008730137777762732,0.05619373151230868,0.03080713231737135,-0.22225126475019577,0.13429576821234637,0.0024298848214557686,0.0463754917567633,0.0038084221074711423,0.050833981111576186,-0.19777946507243643,0.04003993849021224,0.01827007670672174,0.10470959540404,-0.052801822980226176,-0.07608563684780764,0.19528578898011067,-0.03725540589277003,0.03236113821939268,0.006730876627296039,-0.2163578077554632,-0.12109472580020199,0.004757509056673168,-0.11138642845977198,0.11952481470157636,0.10676872668296043,2
0.01504943025062886,-0.040909006131388016,0.2270542247736254,0.04606465422741193,-0.10154256303120804,0.0653990052509344,0.030669822332111255,0.05910914445987803,-0.15111411523987597,-0.024215423967510176,0.07703053067796063,0.006578687263904655,-0.386072205010837,0.10602427086621695,0.0055132125823222,0.14305502879377052,-0.06971361258040443,0.05181201148785489,-0.11873594353878553,-0.07723099364080813,-0.31188009047748544,0.2506374425907251,0.11267167840701804,0.058686482387754715,0.014491580167019028,0.09447066211912516,0.138927391344002,-0.023399821852947172,-0.08935471729831938,0.11823304573234548,0.04132360693990325,0.03808551086248898,-0.06986472358287915,-0.021900271627004267,0.1534784909507411,0.09617083050275951,-0.22717018636101707,0.017183412564458163,0.14110981661983246,-0.03820399547462921,0.06619432561646371,0.06187831266512143,-0.23176803758309195,0.13510007808794852,0.027130417682257567,0.05982584755160596,-0.03942448763461525,0.03130237434531678,-0.22149836464818864,0.11424830282659974,-0.01949710607343105,0.08929962756285927,-0.05784185883737501,-0.07153003963870307,0.1800182769642104,-0.04284464500052419,0.06219771252222577,-0.007795849385953585,-0.21811521460135166,-0.10479130547491662,0.04781356709445848,-0.14906493582291358,0.06477224422247702,0.10969886796169558,3
0.04741149073656775,-0.05909758149655946,0.22810887093603568,0.05135102049431183,-0.06005698727284241,0.0952080283769305,0.03863924159334263,0.004227834868513353,-0.17252531422666367,0.036195667063549715,0.10550483812427863,0.0720230399088866,-0.3637616566287125,0.10761819272127267,0.04765192157193826,0.17544418827071975,-0.052362074866460655,0.08163656521938861,-0.17897317790747871,-0.10290029213737041,-0.28341816035813006,0.22332177447690282,0.14149940674469413,0.05401410155653474,-0.010553927052152252,0.09977065209249242,0.1396099289459341,0.017601907687239612,-0.07560771732657268,0.11128001195201483,0.06670800209739652,0.03126607345274589,-0.024851516494649527,-0.054674938719023784,0.08403425195823915,0.10697880959091252,-0.1727401194125469,-0.003650562485489351,0.18283351315156177,-0.008208418638355953,0.11558704133418919,0.04099514594246064,-0.22888353365787528,0.1398155300871695,0.05574684573168638,0.01953833273531874,-0.027787672953476127,0.029556968442625158,-0.26213814426760595,0.06779474152733342,-0.04941366842015306,0.0632237745770547,-0.05049941460786175,-0.09065712491966123,0.1928791650474749,-0.04850730177885544,0.04064128684463085,0.031705218949902934,-0.2549957394046921,-0.14512109898941744,0.030187478609080148,-0.0890511184528266,0.11110884320802342,0.10153133948233047,4
0.07640566953336876,-0.0540168763577625,0.22715715113242288,0.05933750753806309,-0.03709162141138175,0.0849688289747711,0.06545224244749309,-0.01565984169566072,-0.19117705812543148,0.05948599937019536,0.05056299907945984,0.07161161648604913,-0.3633598967656542,0.09214106821893897,0.044688265042774525,0.1606370096871235,-0.02702743505182337,0.06696381274754161,-0.17775269908766383,-0.06986448339605698,-0.2646319074573636,0.2458502815310936,0.12040895915461959,0.05077858266949213,-0.018906792384950456,0.12214158824561638,0.15988780338823558,0.027858393653737278,-0.03784930468323894,0.08073594684163046,0.06065331690186011,0.024471302868380073,-0.014509000644236245,-0.05621578983955929,0.11895024274189767,0.11608964007549631,-0.17158436669678717,-0.012525432019622668,0.14557708015929938,-0.05561898902606733,0.08790246041107351,0.04105319344566791,-0.23088104309034976,0.1654804726068977,0.06966072686618766,0.03575850587285255,-0.060665824937690974,0.0574071411159166,-0.2694691633230615,0.07829329103456886,-0.062273749381092446,0.04127088258115608,-0.036572995821832696,-0.08591777248162649,0.19746151643594945,-0.07434205495855221,0.04202570497247748,0.032806394165838804,-0.26053579185117715,-0.11504830304239091,0.028898411785692846,-0.10452749510194065,0.06395390812278245,0.11653770249670041,5
0.05766761355144065,-0.051767987643381426,0.217683228745418,0.06824147143326889,-0.04795244030050903,0.08711719899642638,0.05163983335159204,0.0140941739219073,-0.17792866194126872,0.054806927503404816,0.07603910257349784,0.07269134860322696,-0.36005961291747896,0.09447708534706786,0.05444472283767661,0.18073533473391135,-0.04083460403034239,0.08431040961316177,-0.17636552882334636,-0.08891885002893653,-0.27933782025054904,0.2459997918261198,0.13724440416768416,0.053863449692926973,-0.008304678455402803,0.11525270214085388,0.15310880794949316,0.02176264650112621,-0.055310071682531034,0.09574432471548122,0.049888650159653804,0.019364207821789912,-0.02698343941175394,-0.057320833295035636,0.10226713279729802,0.1091774536591611,-0.15024144973813897,-0.00369320138388431,0.16407655399855733,-0.025887492865241866,0.09547450486869354,0.0544674394604438,-0.22686045816636582,0.16073869168264202,0.059420895374573464,0.03424417073802277,-0.04935747123552853,0.05362086170571915,-0.25145466425834195,0.06925908763035607,-0.05593036028903544,0.06024858544854641,-0.02992324014612582,-0.08432141947757302,0.20305674179060848,-0.06490401188495652,0.03151791102727848,0.03714543032248818,-0.2544396597574304,-0.11718086459729907,0.02062187880984491,-0.09787525416217346,0.0801950150387825,0.09295520146122499,6
0.04433940265627573,-0.06860771474431135,0.2516077862317952,0.020967226367429304,-0.05988833014840589,0.10066570140780555,0.03864004771522802,0.029856769669105433,-0.14603714148226637,0.032107414745840654,0.08412496865753978,0.06803136486678255,-0.3631129761875548,0.11356984522781927,0.05246895078068957,0.1899705350642552,-0.05547754243813576,0.10418361969227663,-0.15213911393219928,-0.13964265220698938,-0.3040472372221458,0.2311812755429937,0.13618269782382855,0.0511367598244609,-0.012777017022912632,0.06932078567945654,0.14180238512121401,0.02293320757226727,-0.07106123916617856,0.09756314745520564,0.07272638396745579,0.016253405702851782,-0.04684735145985624,-0.04077179452434328,0.08314918797687222,0.1237581190753859,-0.1608340405615004,-0.003074909280249076,0.1679695641148481,0.013540779341610945,0.12254093405332969,0.07521066009977662,-0.23255886567501793,0.13775098953259637,0.05506739064637847,0.01966148506889651,-0.06218921136501618,0.013837325073505855,-0.2720702611711642,0.0953666422328849,-0.0543501769937628,0.07361195811331374,-0.06046457759610713,-0.1008362584517945,0.17043781566970082,-0.016650605811968006,0.058349071605207005,0.028817721498278076,-0.2456805135433216,-0.11871937961667775,0.0353679837790987,-0.09042665650904212,0.06826356190478226,0.0848911551488238,7
0.0138204010419745,-0.03540732594706286,0.23508358643670332,0.000271824413659031,-0.09322154177105853,0.07648135382361859,-0.005257595878861829,0.11981417455435082,-0.12641626449771343,-0.024518436622446203,0.12201689297900324,0.02726222934574883,-0.37546032974072685,0.12336098866382618,-0.002812727346800994,0.14715882118581894,-0.1067473659400253,0.09009783177814311,-0.08976102665928797,-0.06658484819540077,-0.3308869696325444,0.2593017817250982,0.15853024789517814,0.01700202299067795,0.011764306257738645,0.02131375347014377,0.1396511544778514,-0.0437034109361384,-0.11168599663997868,0.13554740059905726,0.04230973939028552,0.04969548199786039,-0.0875849050578751,-0.02654260625525187,0.1261781579440347,0.06896648142322882,-0.1928858116548653,0.04369963877856419,0.1734086009487723,0.007466324856903109,0.06787976390899855,0.06499391895208216,-0.23360470147776782,0.14297579971063323,0.016439854488087876,0.08980381014681137,-0.029561572271380114,-0.009285037640499254,-0.18738783845816104,0.11697433249072926,0.012189977433347429,0.1485054988689285,-0.06774939913918239,-0.09352140713428918,0.15416188525463917,-0.01664463409184513,0.07161223290782338,-0.04202982786916702,-0.16718725989259997,-0.164105785615151,0.04357364373583906,-0.0987516642077616,0.0714303227874452,0.08626639530785929,8
-0.03170470019272636,-0.08930812789484387,0.2348297131112143,0.06931591310401816,-0.07936591717968669,0.042505071952274494,-0.03302680245482723,0.1433015511072355,-0.13423162465133398,0.01498370847623552,0.11102852997909644,0.05724487272081676,-0.311956930318983,0.128028449863669,0.028852700147859053,0.1833234029478816,-0.11130694157408544,0.06893097561651852,-0.13465409623324015,-0.04872140604006418,-0.30492672200988485,0.2794847516243678,0.18350644023856755,0.02895698933213323,0.025689584638287823,0.07559676024794311,0.13760894757851536,-0.023390349755598012,-0.09967954161859993,0.15909984742121686,0.026369948679861185,0.03890537762241975,-0.1104532486206717,-0.015807679837583036,0.11062963969259774,0.03967303186566996,-0.1402121670870314,0.09743477058146859,0.17741161798847296,0.00767221812991154,0.06362182376196951,0.02214013636131705,-0.22249450683429195,0.1889763475093705,0.036028640649556055,0.08914666951314416,0.015961906195984706,0.02583384699404554,-0.16747720379916886,0.048521220652898454,0.025179071959796764,0.1794660984096373,-0.058016526411413645,-0.09545501219189055,0.1918299718304571,-0.035288545847076885,0.024255982470598014,-0.012198660564580441,-0.2217458965640267,-0.17888089032703908,-0.016186743303213996,-0.050390182102333314,0.07417991741553957,0.09456413662679304,9
0.03905758759192448,-0.10670189117288349,0.24693244071821102,0.06580068435648967,-0.03553414683867036,0.06408976578855093,0.008902146290068394,0.07841987090440097,-0.17779745376441766,0.04141281700850311,0.08611715372001283,0.0915416010326727,-0.32774487245328043,0.11248012631085395,0.013889939824322167,0.19089014770877724,-0.04737793948007874,0.08537827954997655,-0.1367014155355529,-0.11142085247305862,-0.3041190782882495,0.24462167511696473,0.23303698609131393,0.008314917677683826,-0.0027388708600033862,0.06651804043464186,0.17738868485414594,0.046598302974935196,-0.08771139794704563,0.1163414897580028,0.07583474675334345,0.01122727455564068,0.00800245633221159,-0.0325534881522051,0.06079145907903517,0.07124194663608197,-0.12569762864208847,0.01859992086143174,0.14010039329666535,-0.05419696983761341,0.1386363053182946,0.022823822133801165,-0.17602840526286595,0.21280145998353756,0.07606480842861012,0.06485818272144138,-0.05059176839441027,0.04931872975618083,-0.22753826739783853,0.07783178456176208,-0.1023436198361059,0.05440528315784044,-0.03265073403936335,-0.09610294144631022,0.16338547858361965,-0.04552866729514117,0.01557031398468016,0.0028785254638309457,-0.20899634982528417,-0.1451452345277012,0.03690355060748818,-0.07058448776126143,0.10249670453847963,0.08146490541257292,10
