farm_id,repeat_coh_jun19_aug14
1,0.12525133641831804
2,0.1406663445586508
3,0.13024897436197433
4,0.05270155891776085
5,0.14154507585547188
6,0.12696278779893308
7,0.14081018831094969
8,0.1319474044824596
9,0.11364902584598614
10,0.13759101295600767
11,0.13572877848950715
12,0.13664639747048926
13,0.1276260705590248
14,0.16142054691688337
15,0.14106802130118012
16,0.1337038435689781
17,0.1317326843738556
18,0.17448723564545313
19,0.14663511477410793
20,0.12581815169770508
21,0.131934854388237
22,0.12482036287999815
23,0.13460575975477695
24,0.1297064095350175
25,0.12982912152074277
26,0.12691899683130414
27,0.12336863969247062
28,0.11602377777887603
29,0.11689241390143122
30,0.13000840752771714
31,0.12702994094078623
32,0.1143020469517935
33,0.12323901062043979
34,0.11719265442203593
35,0.13659890575673633
36,0.1358469333427753
37,0.128858654562271
38,0.13600199552321876
39,0.12926932479742737
40,0.12087391564457477
41,0.13445091906268866
42,0.13500614052629906
43,0.1210881321854198
44,0.13373495743650457
45,0.1297431204082637
46,0.11339901139338811
47,0.12463640814551907
48,0.1281391815521205
49,0.13381721788278683
50,0.10137543614421572
51,0.15539439395070076
52,0.1458749114535749
53,0.10215947055753241
54,0.11916322261095047
55,0.12198787118093325
56,0.12567737467586995
57,0.08748011291027069
58,0.14317071294555297
59,0.12339300383247581
60,0.12984536567204435
61,0.13043284593421278
62,0.14040717745528503
63,0.12581037303937073
64,0.12975654501284734
65,0.12320238081066265
66,0.1367712163462721
67,0.13824272037642757
68,0.13071825332939624
69,0.13744081268659689
70,0.13062754645943642
71,0.14291238516163665
72,0.11820261083441237
73,0.11998741066939123
74,0.12299996336637917
75,0.1212047830961434
76,0.12263666114960257
77,0.13197100034524356
78,0.11904985499050882
79,0.12852329967995368
80,0.12433797130030273
81,0.13164968012257458
82,0.12061506617448234
83,0.1453353962930503
84,0.11707310529576766
85,0.1263567960662086
86,0.12796147704968955
87,0.119426240724452
88,0.1418115039942441
89,0.12665066984214488
90,0.1182915946172381
91,0.11306171704615865
92,0.11869222702724593
93,0.11929101017968995
94,0.12053944093777853
95,0.12619822164592537
96,0.12443211936253182
97,0.13166148703168618
98,0.1424152481843505
99,0.12002426106482744
100,0.13631610088815835
101,0.1297470387209345
102,0.14138232429086425
103,0.12443020568910615
104,0.13121707794114837
105,0.12464870319423015
106,0.12990000110755606
107,0.13969925136438438
108,0.12942839858720337
109,0.12778002123037974
110,0.13136401045728813
111,0.12854731763216937
112,0.14273395225495458
113,0.1369003509891402
114,0.12144597342016764
115,0.11517818807784853
116,0.11922953706473494
117,0.1182918258851803
118,0.1200155085165992
119,0.12800808680554232
120,0.11430411371919844
121,0.11710446436280528
122,0.11493242006009438
123,0.12348317613407057
124,0.12018816451542079
125,0.1257387380934803
126,0.11984409775567768
127,0.11841411772184074
128,0.12889179288119565
129,0.10418668586705158
130,0.12778649328094793
131,0.14495311468839644
132,0.13900125792456997
133,0.11154404288483044
134,0.13132493604940396
135,0.1355663686841128
136,0.12987444338018764
137,0.12594924035262473
138,0.13824241192273373
139,0.12890134784264848
140,0.12409582246954624
141,0.12925004770061863
142,0.12355418384618314
143,0.14772532502939176
144,0.12916823897331234
145,0.11245801437656032
146,0.13128643355749806
147,0.12400622200220823
148,0.11011524750313288
149,0.12728892360133623
150,0.13434699585706722
151,0.12907144046672012
152,0.12203362945686369
153,0.11590244862395273
154,0.12522579023850636
155,0.11002005999619813
156,0.1256585144368348
157,0.13057302011222374
158,0.13026554235816
159,0.13416072330768639
160,0.13183511323050448
161,0.1356438153135262
162,0.12146513415894038
163,0.12202398294601778
164,0.1412088339441809
165,0.13262334342325935
166,0.13110448939554745
167,0.12519715637899936
168,0.12046477533717695
169,0.11893050524609527
170,0.1232436590759856
171,0.1361258474489053
172,0.13846235524239314
173,0.09059694006621485
174,0.1314223393710563
175,0.08320184502946704
176,0.08720497208598413
177,0.09085513167736824
178,0.08590566483673764
179,0.09442154625267313
180,0.12359462374527204
181,0.13967655315995217
182,0.12162795540477549
183,0.12726120981482827
184,0.13040133217878888
185,0.14782121157696268
186,0.11929200829371162
187,0.11842919754294248
188,0.12221333131595861
189,0.12484218380772151
190,0.11946730313467838
191,0.11977591347403643
192,0.12693780194334434
193,0.12778578565992188
194,0.13527052609189863
195,0.12309777666814625
196,0.1491555453483331
197,0.12193765849718508
198,0.09637786448001862
199,0.13066569352032323
200,0.1310759518402729
201,0.13289100759559208
202,0.12790782622800306
203,0.12258984498760622
204,0.12616571490042888
205,0.14372839177258653
206,0.14158418328173247
207,0.12949521760534308
208,0.1281742214328713
209,0.1306840431337294
210,0.1296333542300595
211,0.11164696304307829
212,0.12229336291642451
213,0.1376628979326111
214,0.13104003108408604
215,0.11784484923044418
216,0.12996577391042397
217,0.12821280508216826
218,0.11788694190386778
219,0.11780242238649362
220,0.1307710396386863
221,0.11776189791659514
222,0.13047288708388805
223,0.12598775523188321
