dw_built,dw_crops,dw_mode,dw_trees,dw_water,farm_id,wc_crop,wc_irrig,wc_maize
0.1566417924397397,0.4875004224360565,4.0,0.04986709692719419,0.0348086245264577,1,100.0,0.0,0.0
0.1891403029590092,0.4944450577769223,4.0,0.036070863996913796,0.03777601335523057,2,100.0,5.167916530811867,0.0
0.28612015194955054,0.4074530089593933,4.569883947235638,0.05037338456624517,0.03377174619645493,3,100.0,3.604123116845671,0.0
0.15114166264836276,0.49428412406606326,4.0,0.059466251012665186,0.04054621635009892,4,100.0,100.0,0.0
0.25341194889436625,0.41020836191032967,4.341646519913475,0.05374165493943921,0.04499219324356693,5,100.0,98.85481613436824,0.0
0.1699224596263128,0.4464667375403067,4.0,0.061490132726998,0.0496661220504116,6,100.0,92.40146457032093,0.0
0.12083044335514025,0.5046164165779189,4.0,0.05419245607979515,0.042957011057183705,7,100.0,100.0,0.0
0.15091300318258907,0.45039782131030387,4.0,0.055217511846060635,0.03943019447816573,8,94.42240751234519,0.2610306500505221,0.0
0.11005972178098714,0.26380453466327064,2.358670245000433,0.17244858464622145,0.04037905221394343,9,100.0,0.0,0.0
0.08750018932142156,0.4727104686513347,3.9994385176866927,0.09474114843547635,0.03462137253257125,10,89.87460228336141,0.0,0.0
0.14399398555994694,0.39038294278926966,3.8268384151312573,0.1234906225132924,0.03953890168655214,11,83.32789825533997,0.0,0.0
0.11943734936706703,0.4768327985153811,3.7843406593406597,0.09506402366278224,0.04346932795861705,12,84.10518053375195,8.014138353891653,0.0
0.2428073808154067,0.39401555030424634,4.061787642471506,0.06535722572872826,0.04586735059019112,13,97.39802039592081,100.0,0.0
0.1458645846776603,0.45036806243867183,4.0,0.10326541332638502,0.03927257027652657,14,0.0,100.0,0.0
0.3581319554394648,0.26881226386447826,5.780674846625767,0.08799300423028386,0.041531392840270034,15,0.0,,
0.3583752113826941,0.268536139991864,5.787925696594427,0.08807178199498109,0.04152888880834278,16,0.0,,
,,,,,17,,,
,,,,,18,,,
,,,,,19,,,
0.14625221038927488,0.4347726607045243,4.084614667784923,0.11842064388334263,0.039940674708753995,20,66.91827415897868,0.0,0.0
0.11188365107209135,0.5212973660570012,4.0,0.05040146611976732,0.03954654174288809,21,100.0,0.7567635744466166,0.0
0.12280300976430665,0.5026975751560849,4.0,0.05968290856691783,0.04396120395644813,22,100.0,0.0,0.0
0.0912352988185982,0.5289874509520208,4.0,0.08627106744097546,0.04176623376163965,23,100.0,0.0,0.0
0.11630173878035181,0.4656975097893938,4.0,0.06207361568117272,0.042040514486954804,24,100.0,0.0,0.0
0.08985703915454271,0.5383448583823939,4.0,0.05191917914347133,0.03829419457141716,25,100.0,0.0,0.0
0.13280388739665297,0.4869942064869119,4.0,0.050966656292912284,0.036229597230423655,26,94.850361967311,8.003617454216597,0.0
0.15154069909558365,0.5085148330573886,4.0,0.04337515527950807,0.03663113293390435,27,100.0,0.0,0.0
0.14862189494516448,0.4960417260377705,4.0,0.06592698716229599,0.04112817427056747,28,100.0,92.47117655229893,0.0
0.16778527389388775,0.49827303649163734,4.0,0.0375285268823715,0.036654760299299004,29,100.0,83.21473951715375,0.0
0.06052754890641827,0.38565255907504226,2.444192083062946,0.26142408095990355,0.04234006251320417,30,45.74951330304997,1.5663069961712504,0.0
